"시군구별","유형별","진료과목별","시점","전문의수[명]",
"중구","100~299병상","정신건강의학과","2015년","3",
"중구","100~299병상","외과","2015년","6",
"중구","100~299병상","정형외과","2015년","8",
"중구","100~299병상","신경외과","2015년","3",
"중구","100~299병상","성형외과","2015년","1",
"중구","100~299병상","마취통증의학과","2015년","4",
"중구","100~299병상","산부인과","2015년","2",
"중구","100~299병상","소아청소년과","2015년","2",
"중구","100~299병상","안과","2015년","2",
"중구","100~299병상","이비인후과","2015년","1",
"중구","100~299병상","비뇨기과","2015년","3",
"중구","100~299병상","영상의학과","2015년","5",
"중구","100~299병상","병리과","2015년","2",
"중구","100~299병상","진단검사의학과","2015년","2",
"중구","100~299병상","가정의학과","2015년","6",
"중구","100~299병상","응급의학과","2015년","2",
"중구","100병상이상","내과","2015년","6",
"중구","100병상이상","외과","2015년","21",
"중구","100병상이상","정형외과","2015년","1",
"중구","100병상이상","마취통증의학과","2015년","3",
"중구","100병상이상","산부인과","2015년","2",
"중구","100병상이상","비뇨기과","2015년","2",
"중구","100병상이상","영상의학과","2015년","4",
"중구","100병상이상","병리과","2015년","1",
"중구","100병상이상","가정의학과","2015년","1",
"중구","30~99병상","내과","2015년","1",
"중구","30~99병상","정형외과","2015년","3",
"중구","30~99병상","영상의학과","2015년","1",
"중구","병상있음","내과","2015년","1",
"중구","병상있음","정신건강의학과","2015년","1",
"중구","병상있음","외과","2015년","3",
"중구","병상있음","정형외과","2015년","6",
"중구","병상있음","신경외과","2015년","5",
"중구","병상있음","마취통증의학과","2015년","9",
"중구","병상있음","산부인과","2015년","5",
"중구","병상있음","소아청소년과","2015년","1",
"중구","병상있음","안과","2015년","2",
"중구","병상있음","이비인후과","2015년","11",
"중구","병상있음","비뇨기과","2015년","4",
"중구","병상있음","가정의학과","2015년","3",
"중구","병상없음","내과","2015년","54",
"중구","병상없음","신경과","2015년","4",
"중구","병상없음","정신건강의학과","2015년","10",
"중구","병상없음","외과","2015년","10",
"중구","병상없음","정형외과","2015년","6",
"중구","병상없음","흉부외과","2015년","2",
"중구","병상없음","성형외과","2015년","2",
"중구","병상없음","마취통증의학과","2015년","4",
"중구","병상없음","산부인과","2015년","24",
"중구","병상없음","소아청소년과","2015년","4",
"중구","병상없음","안과","2015년","16",
"중구","병상없음","이비인후과","2015년","13",
"중구","병상없음","피부과","2015년","22",
"중구","병상없음","비뇨기과","2015년","15",
"중구","병상없음","영상의학과","2015년","21",
"중구","병상없음","방사선종양학과","2015년","2",
"중구","병상없음","재활의학과","2015년","4",
"중구","병상없음","가정의학과","2015년","50",
"중구","병상없음","직업환경의학과","2015년","2",
"중구","병상없음","예방의학과","2015년","1",
"용산구","500병상이상","내과","2015년","45",
"용산구","500병상이상","신경과","2015년","4",
"용산구","500병상이상","정신건강의학과","2015년","4",
"용산구","500병상이상","외과","2015년","12",
"용산구","500병상이상","정형외과","2015년","11",
"용산구","500병상이상","신경외과","2015년","5",
"용산구","500병상이상","흉부외과","2015년","4",
"용산구","500병상이상","성형외과","2015년","4",
"용산구","500병상이상","마취통증의학과","2015년","7",
"용산구","500병상이상","산부인과","2015년","7",
"용산구","500병상이상","소아청소년과","2015년","8",
"용산구","500병상이상","안과","2015년","6",
"용산구","500병상이상","이비인후과","2015년","4",
"용산구","500병상이상","피부과","2015년","2",
"용산구","500병상이상","비뇨기과","2015년","4",
"용산구","500병상이상","영상의학과","2015년","11",
"용산구","500병상이상","방사선종양학과","2015년","2",
"용산구","500병상이상","병리과","2015년","4",
"용산구","500병상이상","진단검사의학과","2015년","4",
"용산구","500병상이상","재활의학과","2015년","3",
"용산구","500병상이상","핵의학과","2015년","1",
"용산구","500병상이상","가정의학과","2015년","4",
"용산구","500병상이상","응급의학과","2015년","5",
"용산구","500병상이상","직업환경의학과","2015년","2",
"용산구","100병상이상","소아청소년과","2015년","8",
"용산구","100병상이상","영상의학과","2015년","1",
"용산구","100병상이상","진단검사의학과","2015년","1",
"용산구","30~99병상","내과","2015년","3",
"용산구","30~99병상","정형외과","2015년","1",
"용산구","30~99병상","산부인과","2015년","1",
"용산구","30~99병상","영상의학과","2015년","2",
"용산구","30~99병상","재활의학과","2015년","1",
"용산구","30~99병상","가정의학과","2015년","1",
"용산구","병상있음","정신건강의학과","2015년","1",
"용산구","병상있음","외과","2015년","3",
"용산구","병상있음","정형외과","2015년","1",
"용산구","병상있음","신경외과","2015년","1",
"용산구","병상있음","마취통증의학과","2015년","1",
"용산구","병상있음","산부인과","2015년","3",
"용산구","병상있음","안과","2015년","2",
"용산구","병상있음","이비인후과","2015년","2",
"용산구","병상있음","가정의학과","2015년","1",
"용산구","병상없음","내과","2015년","27",
"용산구","병상없음","정신건강의학과","2015년","2",
"용산구","병상없음","외과","2015년","4",
"용산구","병상없음","정형외과","2015년","8",
"용산구","병상없음","신경외과","2015년","1",
"용산구","병상없음","마취통증의학과","2015년","1",
"용산구","병상없음","산부인과","2015년","9",
"용산구","병상없음","소아청소년과","2015년","15",
"용산구","병상없음","안과","2015년","7",
"용산구","병상없음","이비인후과","2015년","8",
"용산구","병상없음","피부과","2015년","11",
"용산구","병상없음","비뇨기과","2015년","3",
"용산구","병상없음","영상의학과","2015년","2",
"용산구","병상없음","결핵과","2015년","2",
"용산구","병상없음","재활의학과","2015년","3",
"용산구","병상없음","가정의학과","2015년","26",
"성동구","상급종합","내과","2015년","51",
"성동구","상급종합","신경과","2015년","8",
"성동구","상급종합","정신건강의학과","2015년","5",
"성동구","상급종합","외과","2015년","12",
"성동구","상급종합","정형외과","2015년","12",
"성동구","상급종합","신경외과","2015년","7",
"성동구","상급종합","흉부외과","2015년","4",
"성동구","상급종합","성형외과","2015년","4",
"성동구","상급종합","마취통증의학과","2015년","8",
"성동구","상급종합","산부인과","2015년","6",
"성동구","상급종합","소아청소년과","2015년","7",
"성동구","상급종합","안과","2015년","5",
"성동구","상급종합","이비인후과","2015년","7",
"성동구","상급종합","피부과","2015년","3",
"성동구","상급종합","비뇨기과","2015년","4",
"성동구","상급종합","영상의학과","2015년","14",
"성동구","상급종합","방사선종양학과","2015년","2",
"성동구","상급종합","병리과","2015년","5",
"성동구","상급종합","진단검사의학과","2015년","5",
"성동구","상급종합","재활의학과","2015년","4",
"성동구","상급종합","핵의학과","2015년","2",
"성동구","상급종합","가정의학과","2015년","3",
"성동구","상급종합","응급의학과","2015년","5",
"성동구","상급종합","직업환경의학과","2015년","1",
"성동구","상급종합","예방의학과","2015년","1",
"성동구","100병상이상","내과","2015년","1",
"성동구","100병상이상","정형외과","2015년","2",
"성동구","100병상이상","영상의학과","2015년","1",
"성동구","30~99병상","내과","2015년","3",
"성동구","30~99병상","외과","2015년","1",
"성동구","30~99병상","정형외과","2015년","9",
"성동구","30~99병상","영상의학과","2015년","2",
"성동구","30~99병상","재활의학과","2015년","1",
"성동구","30~99병상","가정의학과","2015년","1",
"성동구","100~299병상","내과","2015년","4",
"성동구","100~299병상","신경과","2015년","1",
"성동구","100~299병상","재활의학과","2015년","1",
"성동구","100~299병상","가정의학과","2015년","1",
"성동구","병상있음","외과","2015년","6",
"성동구","병상있음","정형외과","2015년","5",
"성동구","병상있음","신경외과","2015년","1",
"성동구","병상있음","마취통증의학과","2015년","1",
